,State,Year,Gender,Gender Code,Deaths,Population,Crude Rate
1798,Utah,2006,Female,F,19,1257991,Unreliable
1799,Utah,2006,Male,M,33,1267516,2.6
1800,Utah,2007,Female,F,18,1292672,Unreliable
1801,Utah,2007,Male,M,50,1305074,3.8
1802,Utah,2008,Female,F,19,1325631,Unreliable
1803,Utah,2008,Male,M,27,1337398,2.0
1804,Utah,2009,Female,F,16,1355509,Unreliable
1805,Utah,2009,Male,M,35,1367912,2.6
1806,Utah,2010,Female,F,24,1375568,1.7
1807,Utah,2010,Male,M,28,1388317,2.0
1808,Utah,2011,Female,F,25,1401715,1.8
1809,Utah,2011,Male,M,32,1415507,2.3
1810,Utah,2012,Female,F,15,1419427,Unreliable
1811,Utah,2012,Male,M,31,1435860,2.2
1812,Utah,2013,Female,F,17,1441891,Unreliable
1813,Utah,2013,Male,M,36,1458981,2.5
1814,Utah,2014,Female,F,22,1463152,1.5
1815,Utah,2014,Male,M,39,1479750,2.6
1816,Utah,2015,Female,F,17,1488819,Unreliable
1817,Utah,2015,Male,M,43,1507100,2.9
1818,Utah,2016,Female,F,19,1515323,Unreliable
1819,Utah,2016,Male,M,61,1535894,4.0
1820,Utah,2017,Female,F,27,1540145,1.8
1821,Utah,2017,Male,M,52,1561688,3.3
1822,Utah,2018,Female,F,16,1568962,Unreliable
1823,Utah,2018,Male,M,51,1592143,3.2
1824,Utah,2019,Female,F,24,1591041,1.5
1825,Utah,2019,Male,M,58,1614917,3.6
1826,Utah,2020,Female,F,26,1612139,1.6
1827,Utah,2020,Male,M,69,1637740,4.2
1828,Vermont,2005,Male,M,10,305793,Unreliable
1829,Vermont,2008,Female,F,10,316722,Unreliable
1830,Vermont,2014,Male,M,13,308849,Unreliable
1831,Vermont,2020,Male,M,12,307992,Unreliable
1832,Virginia,1999,Female,F,114,3569685,3.2
1833,Virginia,1999,Male,M,305,3430491,8.9
1834,Virginia,2000,Female,F,129,3606620,3.6
1835,Virginia,2000,Male,M,306,3471895,8.8
1836,Virginia,2001,Female,F,149,3665386,4.1
1837,Virginia,2001,Male,M,360,3532976,10.2
1838,Virginia,2002,Female,F,98,3713695,2.6
1839,Virginia,2002,Male,M,299,3573178,8.4
1840,Virginia,2003,Female,F,97,3757780,2.6
1841,Virginia,2003,Male,M,365,3609197,10.1
1842,Virginia,2004,Female,F,109,3814310,2.9
1843,Virginia,2004,Male,M,298,3661265,8.1
1844,Virginia,2005,Female,F,101,3863646,2.6
1845,Virginia,2005,Male,M,389,3713459,10.5
1846,Virginia,2006,Female,F,91,3908475,2.3
1847,Virginia,2006,Male,M,319,3765250,8.5
1848,Virginia,2007,Female,F,92,3947966,2.3
1849,Virginia,2007,Male,M,328,3803034,8.6
1850,Virginia,2008,Female,F,97,3988983,2.4
1851,Virginia,2008,Male,M,279,3844513,7.3
1852,Virginia,2009,Female,F,98,4037895,2.4
1853,Virginia,2009,Male,M,289,3888042,7.4
1854,Virginia,2010,Female,F,99,4075041,2.4
1855,Virginia,2010,Male,M,274,3925983,7.0
1856,Virginia,2011,Female,F,94,4120439,2.3
1857,Virginia,2011,Male,M,242,3976165,6.1
1858,Virginia,2012,Female,F,69,4164342,1.7
1859,Virginia,2012,Male,M,266,4021525,6.6
1860,Virginia,2013,Female,F,72,4198203,1.7
1861,Virginia,2013,Male,M,261,4062202,6.4
1862,Virginia,2014,Female,F,90,4231045,2.1
1863,Virginia,2014,Male,M,249,4095244,6.1
1864,Virginia,2015,Female,F,84,4258228,2.0
1865,Virginia,2015,Male,M,290,4124765,7.0
1866,Virginia,2016,Female,F,96,4274994,2.2
1867,Virginia,2016,Male,M,359,4136814,8.7
1868,Virginia,2017,Female,F,112,4303293,2.6
1869,Virginia,2017,Male,M,343,4166727,8.2
1870,Virginia,2018,Female,F,92,4327037,2.1
1871,Virginia,2018,Male,M,333,4190648,7.9
1872,Virginia,2019,Female,F,89,4335262,2.1
1873,Virginia,2019,Male,M,347,4200257,8.3
1874,Virginia,2020,Female,F,107,4363032,2.5
1875,Virginia,2020,Male,M,424,4227531,10.0
1876,Washington,1999,Female,F,54,2934901,1.8
1877,Washington,1999,Male,M,136,2907664,4.7
1878,Washington,2000,Female,F,59,2959821,2.0
1879,Washington,2000,Male,M,141,2934300,4.8
1880,Washington,2001,Female,F,62,3002080,2.1
1881,Washington,2001,Male,M,133,2983642,4.5
1882,Washington,2002,Female,F,57,3036742,1.9
1883,Washington,2002,Male,M,156,3015607,5.2
1884,Washington,2003,Female,F,52,3065739,1.7
1885,Washington,2003,Male,M,167,3038376,5.5
1886,Washington,2004,Female,F,61,3107815,2.0
1887,Washington,2004,Male,M,156,3070830,5.1
1888,Washington,2005,Female,F,62,3145396,2.0
1889,Washington,2005,Male,M,169,3111909,5.4
1890,Washington,2006,Female,F,53,3200695,1.7
1891,Washington,2006,Male,M,168,3170058,5.3
1892,Washington,2007,Female,F,57,3247800,1.8
1893,Washington,2007,Male,M,144,3213787,4.5
1894,Washington,2008,Female,F,54,3293162,1.6
1895,Washington,2008,Male,M,170,3269069,5.2
1896,Washington,2009,Female,F,60,3343920,1.8
1897,Washington,2009,Male,M,133,3323506,4.0
1898,Washington,2010,Female,F,48,3374833,1.4
1899,Washington,2010,Male,M,132,3349707,3.9
1900,Washington,2011,Female,F,61,3420356,1.8
1901,Washington,2011,Male,M,119,3409682,3.5
1902,Washington,2012,Female,F,66,3455462,1.9
1903,Washington,2012,Male,M,161,3441550,4.7
1904,Washington,2013,Female,F,47,3488736,1.3
1905,Washington,2013,Male,M,157,3482670,4.5
1906,Washington,2014,Female,F,54,3531595,1.5
1907,Washington,2014,Male,M,157,3529935,4.4
1908,Washington,2015,Female,F,64,3585353,1.8
1909,Washington,2015,Male,M,175,3584998,4.9
1910,Washington,2016,Female,F,59,3646600,1.6
1911,Washington,2016,Male,M,157,3641400,4.3
1912,Washington,2017,Female,F,67,3702270,1.8
1913,Washington,2017,Male,M,199,3703473,5.4
1914,Washington,2018,Female,F,85,3765680,2.3
1915,Washington,2018,Male,M,190,3769911,5.0
1916,Washington,2019,Female,F,65,3802910,1.7
1917,Washington,2019,Male,M,176,3811983,4.6
1918,Washington,2020,Female,F,88,3840014,2.3
1919,Washington,2020,Male,M,234,3853598,6.1
1920,West Virginia,1999,Female,F,29,931810,3.1
1921,West Virginia,1999,Male,M,70,879991,8.0
1922,West Virginia,2000,Female,F,21,929174,2.3
1923,West Virginia,2000,Male,M,59,879170,6.7
1924,West Virginia,2001,Female,F,27,923643,2.9
1925,West Virginia,2001,Male,M,41,877838,4.7
1926,West Virginia,2002,Female,F,27,923841,2.9
1927,West Virginia,2002,Male,M,68,881573,7.7
1928,West Virginia,2003,Female,F,29,925835,3.1
1929,West Virginia,2003,Male,M,60,886460,6.8
1930,West Virginia,2004,Female,F,26,927027,2.8
1931,West Virginia,2004,Male,M,53,889411,6.0
1932,West Virginia,2005,Female,F,31,927690,3.3
1933,West Virginia,2005,Male,M,62,892802,6.9
1934,West Virginia,2006,Female,F,35,930605,3.8
1935,West Virginia,2006,Male,M,62,897307,6.9
1936,West Virginia,2007,Female,F,27,932683,2.9
1937,West Virginia,2007,Male,M,59,901369,6.5
1938,West Virginia,2008,Female,F,27,934911,2.9
1939,West Virginia,2008,Male,M,43,905399,4.7
1940,West Virginia,2009,Female,F,23,937434,2.5
1941,West Virginia,2009,Male,M,69,910341,7.6
1942,West Virginia,2010,Female,F,23,939408,2.4
1943,West Virginia,2010,Male,M,63,913586,6.9
1944,West Virginia,2011,Female,F,32,940283,3.4
1945,West Virginia,2011,Male,M,69,915081,7.5
1946,West Virginia,2012,Female,F,31,940008,3.3
1947,West Virginia,2012,Male,M,72,915405,7.9
1948,West Virginia,2013,Female,F,18,938728,Unreliable
1949,West Virginia,2013,Male,M,56,915576,6.1
1950,West Virginia,2014,Female,F,33,936411,3.5
1951,West Virginia,2014,Male,M,70,913915,7.7
1952,West Virginia,2015,Female,F,19,933068,Unreliable
1953,West Virginia,2015,Male,M,61,911060,6.7
1954,West Virginia,2016,Female,F,20,925159,2.2
1955,West Virginia,2016,Male,M,88,905943,9.7
1956,West Virginia,2017,Female,F,36,917237,3.9
1957,West Virginia,2017,Male,M,76,898620,8.5
1958,West Virginia,2018,Female,F,28,911492,3.1
1959,West Virginia,2018,Male,M,69,894340,7.7
1960,West Virginia,2019,Female,F,24,904377,2.7
1961,West Virginia,2019,Male,M,68,887770,7.7
1962,West Virginia,2020,Female,F,29,900511,3.2
1963,West Virginia,2020,Male,M,85,884276,9.6
1964,Wisconsin,1999,Female,F,50,2701525,1.9
1965,Wisconsin,1999,Male,M,152,2631141,5.8
1966,Wisconsin,2000,Female,F,46,2714634,1.7
1967,Wisconsin,2000,Male,M,128,2649041,4.8
1968,Wisconsin,2001,Female,F,52,2733647,1.9
1969,Wisconsin,2001,Male,M,162,2673188,6.1
1970,Wisconsin,2002,Female,F,53,2751697,1.9
1971,Wisconsin,2002,Male,M,138,2693465,5.1
1972,Wisconsin,2003,Female,F,43,2766901,1.6
1973,Wisconsin,2003,Male,M,152,2712302,5.6
1974,Wisconsin,2004,Female,F,37,2782678,1.3
1975,Wisconsin,2004,Male,M,114,2731348,4.2
1976,Wisconsin,2005,Female,F,50,2797061,1.8
1977,Wisconsin,2005,Male,M,186,2749105,6.8
1978,Wisconsin,2006,Female,F,61,2812276,2.2
1979,Wisconsin,2006,Male,M,133,2765379,4.8
1980,Wisconsin,2007,Female,F,58,2827782,2.1
1981,Wisconsin,2007,Male,M,144,2782993,5.2
1982,Wisconsin,2008,Female,F,49,2842268,1.7
1983,Wisconsin,2008,Male,M,104,2798728,3.7
1984,Wisconsin,2009,Female,F,50,2856103,1.8
1985,Wisconsin,2009,Male,M,112,2813161,4.0
1986,Wisconsin,2010,Female,F,35,2864586,1.2
1987,Wisconsin,2010,Male,M,124,2822400,4.4
1988,Wisconsin,2011,Female,F,33,2875675,1.1
1989,Wisconsin,2011,Male,M,115,2836092,4.1
1990,Wisconsin,2012,Female,F,43,2883326,1.5
1991,Wisconsin,2012,Male,M,144,2843072,5.1
1992,Wisconsin,2013,Female,F,45,2890553,1.6
1993,Wisconsin,2013,Male,M,131,2852160,4.6
1994,Wisconsin,2014,Female,F,40,2898057,1.4
1995,Wisconsin,2014,Male,M,126,2859507,4.4
1996,Wisconsin,2015,Female,F,47,2903737,1.6
1997,Wisconsin,2015,Male,M,196,2867600,6.8
1998,Wisconsin,2016,Female,F,72,2905282,2.5
1999,Wisconsin,2016,Male,M,184,2873426,6.4
2000,Wisconsin,2017,Female,F,47,2912745,1.6
2001,Wisconsin,2017,Male,M,155,2882738,5.4
2002,Wisconsin,2018,Female,F,43,2921295,1.5
2003,Wisconsin,2018,Male,M,161,2892273,5.6
2004,Wisconsin,2019,Female,F,62,2925225,2.1
2005,Wisconsin,2019,Male,M,164,2897209,5.7
2006,Wisconsin,2020,Female,F,80,2928939,2.7
2007,Wisconsin,2020,Male,M,254,2903716,8.7
2008,Wyoming,1999,Male,M,11,247262,Unreliable
2009,Wyoming,2001,Male,M,13,249330,Unreliable
2010,Wyoming,2002,Female,F,10,247785,Unreliable
2011,Wyoming,2002,Male,M,13,252232,Unreliable
2012,Wyoming,2003,Male,M,12,254325,Unreliable
2013,Wyoming,2004,Male,M,12,257600,Unreliable
2014,Wyoming,2005,Male,M,14,260431,Unreliable
2015,Wyoming,2007,Male,M,11,272100,Unreliable
2016,Wyoming,2008,Male,M,12,278061,Unreliable
2017,Wyoming,2009,Male,M,14,285805,Unreliable
2018,Wyoming,2011,Male,M,18,289757,Unreliable
2019,Wyoming,2012,Male,M,13,294281,Unreliable
2020,Wyoming,2013,Male,M,12,297278,Unreliable
2021,Wyoming,2014,Male,M,16,298042,Unreliable
2022,Wyoming,2015,Male,M,13,298901,Unreliable
2023,Wyoming,2016,Male,M,12,298942,Unreliable
2024,Wyoming,2017,Male,M,13,295438,Unreliable
2025,Wyoming,2018,Male,M,17,294534,Unreliable
2026,Wyoming,2019,Female,F,15,284029,Unreliable
2027,Wyoming,2019,Male,M,10,294730,Unreliable
2028,Wyoming,2020,Male,M,17,296891,Unreliable
